web-scraper-order,rank,image,title,url,reviews,price
1582906419-5487,#69,https://images-na.ssl-images-amazon.com/images/I/41Uz0O3JUsL.jpg,"American Baby Company Waterproof Fitted Crib and Toddler Protective Mattress Pad Cover,…",https://www.amazon.com/American-Baby-Company-Waterproof-Protective/dp/B00MUZVKY8/ref=zg_mw_baby-products_69?_encoding=UTF8&psc=1&refRID=DDWM5Y6YAF3RS98T1NAA,4.6 out of 5 stars,$13.14 
1582906416-5452,#34,https://images-na.ssl-images-amazon.com/images/I/81gWQOAReLL.jpg,Safety 1st Deluxe 25-Piece Baby Healthcare and Grooming Kit (Arctic Blue),https://www.amazon.com/Safety-1st-25-Piece-Healthcare-Grooming/dp/B00VXMXN30/ref=zg_mw_baby-products_34?_encoding=UTF8&psc=1&refRID=H8PZBTHGT35TKAKMD83D,4.7 out of 5 stars,$14.99 
1582906416-5425,#7,https://images-na.ssl-images-amazon.com/images/I/71m09bc5aiL.jpg,"Mosen Baby Thermometer, Thermometer for Fever Ear and Forehead, Kid and Adult Thermometer,4 Modes Digital Medical Infrared Thermometro for…",https://www.amazon.com/Mosen-Thermometer-Forehead-Infrared-Thermometro/dp/B07MY715MQ/ref=zg_mw_baby-products_7?_encoding=UTF8&psc=1&refRID=H8PZBTHGT35TKAKMD83D,4.6 out of 5 stars,null
1582906416-5428,#10,https://images-na.ssl-images-amazon.com/images/I/71mdrhXkP5L.jpg,"Haakaa Manual Breast Pump 4oz/100ml,2019 New Style",https://www.amazon.com/Haakaa-Breast-Manual-Silicone-Breastfeeding/dp/B07CWK4S5W/ref=zg_mw_baby-products_10?_encoding=UTF8&psc=1&refRID=H8PZBTHGT35TKAKMD83D,4.5 out of 5 stars,$12.94 
1582906419-5478,#60,https://images-na.ssl-images-amazon.com/images/I/911vgPDrkyL.jpg,Baby Delight Beside Me Dreamer Bassinet & Bedside Sleeper,https://www.amazon.com/Beside-Dreamer-Bassinet-Bedside-Sleeper/dp/B07FYN5FS9/ref=zg_mw_baby-products_60?_encoding=UTF8&psc=1&refRID=DDWM5Y6YAF3RS98T1NAA,4.5 out of 5 stars,$199.99 
1582906419-5481,#63,https://images-na.ssl-images-amazon.com/images/I/61AI9Ics63L.jpg,"Skip Hop Silver Lining Cloud Baby Play Mat and Infant Activity Gym, Multi-Color Celestial Theme",https://www.amazon.com/Skip-Hop-Silver-Lining-Activity/dp/B01G1JQXMW/ref=zg_mw_baby-products_63?_encoding=UTF8&psc=1&refRID=DDWM5Y6YAF3RS98T1NAA,4.7 out of 5 stars,$80.00 
1582906419-5475,#57,https://images-na.ssl-images-amazon.com/images/I/81q-a8UmycL.jpg,"Chicco KeyFit 30 Infant Car Seat, Orion",https://www.amazon.com/Chicco-KeyFit-Infant-Seat-Orion/dp/B071L1NG6N/ref=zg_mw_baby-products_57?_encoding=UTF8&psc=1&refRID=DDWM5Y6YAF3RS98T1NAA,4.8 out of 5 stars,$134.05 
1582906437-5575,#57,https://images-na.ssl-images-amazon.com/images/I/4175HoA4ymL.jpg,Eye Primer Makeup Eyeshadow Base: Elizabeth Mott Thank Me Later Eye Shadow Base to…,https://www.amazon.com/Thank-Primer-Paraben-free-Cruelty-Primer/dp/B018JDMD4K/ref=zg_mw_beauty_57?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.4 out of 5 stars,$13.48 
1582906437-5577,#59,https://images-na.ssl-images-amazon.com/images/I/51LyJZyYs%2BL.jpg,HSI Professional Glider | Ceramic Tourmaline Ionic Flat Iron Hair Straightener | Straightens & Curls…,https://www.amazon.com/HSI-Professional-Tourmaline-Straightener-Straightens/dp/B001MA0QY2/ref=zg_mw_beauty_59?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.3 out of 5 stars,$39.89 
1582906437-5592,#74,https://images-na.ssl-images-amazon.com/images/I/61gdspq0RSL.jpg,"Baby Magic Calming Bath by Lavender Lulloby Scent, 16.5 Oz",https://www.amazon.com/Baby-Magic-Tear-Free-Lavender-Chamomile/dp/B07P2JXNG1/ref=zg_mw_beauty_74?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.7 out of 5 stars,$2.74 
1582906434-5529,#11,https://images-na.ssl-images-amazon.com/images/I/71wSq%2Bg4XdL.jpg,Ecotools Makeup Brush Cleansing Shampoo 6 Ounce,https://www.amazon.com/Ecotools-Makeup-Brush-Cleansing-Shampoo/dp/B01BSB56OY/ref=zg_mw_beauty_11?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.6 out of 5 stars,$11.52 
1582906434-5533,#15,https://images-na.ssl-images-amazon.com/images/I/819kWnxrBlL.jpg,"Neutrogena Makeup Remover Cleansing Towelette Singles, Daily Face Wipes to Remove Dirt, Oil,…",https://www.amazon.com/Neutrogena-Cleansing-Towelette-Waterproof-Individually/dp/B07GKVBQDG/ref=zg_mw_beauty_15?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.8 out of 5 stars,$5.97 
1582906437-5587,#69,https://images-na.ssl-images-amazon.com/images/I/41D0CYbtqTL.jpg,wet n wild Crease Brush,https://www.amazon.com/wet-n-wild-Crease-Brush/dp/B01EO2KLDU/ref=zg_mw_beauty_69?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.4 out of 5 stars,$0.55 
1582906437-5583,#65,https://images-na.ssl-images-amazon.com/images/I/71X-HmeWAxL.jpg,Hempz Blushing Grapefruit & Raspberry Creme Herbal Body Moisturizer Lotion - Fruit Body…,https://www.amazon.com/Hempz-Moisturizer-Blushing-Grapefruit-Raspberry/dp/B013X5NVY0/ref=zg_mw_beauty_65?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.7 out of 5 stars,$2.25 
1582906437-5614,#96,https://images-na.ssl-images-amazon.com/images/I/71X71vPWWPL.jpg,BESTOPE Blackhead Remover Pimple Comedone Extractor Tool Best Acne Removal Kit…,https://www.amazon.com/BESTOPE-Blackhead-Remover-Comedone-Extractor/dp/B019SVHLEY/ref=zg_mw_beauty_96?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.4 out of 5 stars,$9.99 
1582906437-5586,#68,https://images-na.ssl-images-amazon.com/images/I/51TP9w3dgJL.jpg,URPOWER 2nd Version Essential Oil Diffuser Aroma Essential Oil Cool Mist Humidifier with…,https://www.amazon.com/URPOWER-Essential-Humidifier-Adjustable-Waterless/dp/B00Y2CQRZY/ref=zg_mw_beauty_68?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.4 out of 5 stars,$15.99 
1582906434-5564,#46,https://images-na.ssl-images-amazon.com/images/I/716ZxgBc7TL.jpg,"Tree Hut Sugar Scrub Mocha & Coffee Bean, 18oz, Ultra Hydrating and Exfoliating Scrub for…",https://www.amazon.com/Tree-Hut-Hydrating-Exfoliating-Nourishing/dp/B00IH0AOYW/ref=zg_mw_beauty_46?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.6 out of 5 stars,$6.48 
1582906434-5522,#4,https://images-na.ssl-images-amazon.com/images/I/71fzUVVXYZL.jpg,Vitamin C Serum with Hyaluronic Acid for Face and Eyes - Organic Skin Care with Natural…,https://www.amazon.com/Vitamin-Serum-Hyaluronic-Acid-Face/dp/B01M1HIIUT/ref=zg_mw_beauty_4?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.3 out of 5 stars,$19.99 
1582906434-5563,#45,https://images-na.ssl-images-amazon.com/images/I/61OzSj4jB3L.jpg,"Tree Hut Shea Sugar Scrub Tropical Mango, 18oz, Ultra Hydrating and Exfoliating Scrub for…",https://www.amazon.com/Tree-Hut-Hydrating-Exfoliating-Nourishing/dp/B007DGRT3K/ref=zg_mw_beauty_45?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.6 out of 5 stars,$5.99 
1582906437-5605,#87,https://images-na.ssl-images-amazon.com/images/I/81Twqmg-NML.jpg,Neutrogena Hydro Boost Hyaluronic Acid Hydrating Water Face Gel Moisturizer for Dry…,https://www.amazon.com/Neutrogena-Hydro-Hyaluronic-Hydrating-Moisturizer/dp/B00NR1YQHM/ref=zg_mw_beauty_87?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.5 out of 5 stars,$15.63 
1582906437-5593,#75,https://images-na.ssl-images-amazon.com/images/I/71ATvj67MSL.jpg,Pronexa Hairgenics Lavish Lash - Eyelash Growth Enhancer & Brow Serum with Biotin & Natural…,https://www.amazon.com/Hairgenics-Lavish-Lash-Enhancer-Eyebrows/dp/B01MQS7GFT/ref=zg_mw_beauty_75?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.3 out of 5 stars,$29.99 
1582906434-5528,#10,https://images-na.ssl-images-amazon.com/images/I/71le2ZYj97L.jpg,"Coty Airspun Loose Face Powder 2.3 oz. Translucent Tone Loose Face Powder, for Setting…",https://www.amazon.com/Airspun-Translucent-Setting-Foundation-Lightweight/dp/B000BNG4VU/ref=zg_mw_beauty_10?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.3 out of 5 stars,$5.97 
1582906434-5554,#36,https://images-na.ssl-images-amazon.com/images/I/81etObJNOvL.jpg,"Neutrogena Makeup Remover Cleansing Towelettes, Daily Cleansing Face Wipes to…",https://www.amazon.com/Neutrogena-Makeup-Removing-Wipes-Count/dp/B00U2VQZDS/ref=zg_mw_beauty_36?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.8 out of 5 stars,$8.97 
1582906437-5590,#72,https://images-na.ssl-images-amazon.com/images/I/61OkrWW2oVL.jpg,"Hair Scalp Massager, Heeta Shampoo Brush with Soft Silicone Head Massager (Black)",https://www.amazon.com/Massager-Shampoo-Silicon-Tourmaline-Contained/dp/B076Q6442Z/ref=zg_mw_beauty_72?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.6 out of 5 stars,$5.99 
1582906434-5560,#42,https://images-na.ssl-images-amazon.com/images/I/71LhyhfQ3TL.jpg,Aztec Secret – Indian Healing Clay 1 lb – Deep Pore Cleansing Facial & Body Mask – The Original…,https://www.amazon.com/Aztec-Secret-Cleansing-Original-Bentonite/dp/B081FK6L1G/ref=zg_mw_beauty_42?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.7 out of 5 stars,$9.70 
1582906434-5536,#18,https://images-na.ssl-images-amazon.com/images/I/91Pv7eu4TPL.jpg,Eye Cream Moisturizer (1.7oz) 94% Natural Anti Aging Skin Care,https://www.amazon.com/Cream-Moisturizer-Natural-Anti-Aging/dp/B00LV6VDG2/ref=zg_mw_beauty_18?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.2 out of 5 stars,$19.99 
1582906437-5574,#56,https://images-na.ssl-images-amazon.com/images/I/51%2Bg2oFmLkL.jpg,"Olaplex Hair Perfector No 3 Repairing Treatment, 3.3 Fl oz",https://www.amazon.com/Olaplex-Hair-Perfector-Repairing-Treatment/dp/B00SNM5US4/ref=zg_mw_beauty_56?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.3 out of 5 stars,$28.00 
1582906437-5603,#85,https://images-na.ssl-images-amazon.com/images/I/71J5FeuVhwL.jpg,"Dial Liquid Hand Soap, Coconut Water & Mango, 7.5 Fluid Ounces",https://www.amazon.com/Dial-Liquid-Coconut-Water-Ounces/dp/B00YW8JWO6/ref=zg_mw_beauty_85?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.3 out of 5 stars,$0.99 
1582906437-5581,#63,https://images-na.ssl-images-amazon.com/images/I/61ygdw4BSDL.jpg,"Foot Peel Mask 2 Pack, Peeling Away Calluses and Dead Skin cells, Make Your Feet Baby Soft,…",https://www.amazon.com/Peeling-Calluses-Exfoliating-Repair-Lavinso/dp/B074MNF659/ref=zg_mw_beauty_63?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.2 out of 5 stars,$17.95 
1582906434-5548,#30,https://images-na.ssl-images-amazon.com/images/I/71fABM%2Bl-6L.jpg,essence | Lash Princess False Lash Waterproof Mascara | Black | Paraben Free | Cruelty Free,https://www.amazon.com/essence-Princess-Waterproof-Mascara-Cruelty/dp/B07TMKPXJ7/ref=zg_mw_beauty_30?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.3 out of 5 stars,$4.99 
1582906434-5527,#9,https://images-na.ssl-images-amazon.com/images/I/81Oeub9VCNL.jpg,"Avarelle Acne Absorbing Cover Patch Hydrocolloid, Tea Tree, Calendula Oil, CICA (40 ROUND PATCHES)",https://www.amazon.com/Avarelle-Cover-Patch-Hydrocolloid-Calendula/dp/B075QNC39Q/ref=zg_mw_beauty_9?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.1 out of 5 stars,$8.50 
1582906437-5579,#61,https://images-na.ssl-images-amazon.com/images/I/617AxK5JYdL.jpg,Tinkle Eyebrow Razor Pack of 6,https://www.amazon.com/Tinkle-Eyebrow-Razor-Pack-6/dp/B014HNOXZS/ref=zg_mw_beauty_61?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.5 out of 5 stars,$4.23 
1582906434-5524,#6,https://images-na.ssl-images-amazon.com/images/I/71A0g1MMFxL.jpg,BS-MALL Makeup Brushes Premium Synthetic Foundation Powder Concealers Eye Shadows…,https://www.amazon.com/BS-MALL-Brushes-Synthetic-Foundation-Concealers/dp/B01LZ3RLPC/ref=zg_mw_beauty_6?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.5 out of 5 stars,$9.99 
1582906437-5609,#91,https://images-na.ssl-images-amazon.com/images/I/81DNHS8kkEL.jpg,"Burt's Bees Essential Gift Set, 5 Travel Size Products - Deep Cleansing Cream, Hand Salve,…",https://www.amazon.com/Burts-Bees-Essential-Everyday-Products/dp/B004EDWMBO/ref=zg_mw_beauty_91?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.7 out of 5 stars,$9.68 
1582906434-5562,#44,https://images-na.ssl-images-amazon.com/images/I/91YTY4CqbiL.jpg,Chloven 45 Pcs Hair Scrunchies Velvet Elastics Hair Bands Scrunchy Hair Tie Ropes Scrunchie for…,https://www.amazon.com/Chloven-Scrunchies-Elastics-Scrunchie-Accessories/dp/B07KC2TH9Z/ref=zg_mw_beauty_44?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.8 out of 5 stars,$6.25 
1582906434-5541,#23,https://images-na.ssl-images-amazon.com/images/I/71DYXH%2BE%2BAL.jpg,"Cali White Vegan Teeth WHITENING KIT with LED Light, Made in USA, Natural & Organic Peroxide…",https://www.amazon.com/Cali-White-WHITENING-Peroxide-Professional/dp/B0719D35GM/ref=zg_mw_beauty_23?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.3 out of 5 stars,$35.99 
1582906437-5591,#73,https://images-na.ssl-images-amazon.com/images/I/71ErbtgYU3L.jpg,CND Essentials Nail & Cuticle Oil,https://www.amazon.com/CND-Essentials-Nail-Cuticle-Solaroil/dp/B0037MIMLW/ref=zg_mw_beauty_73?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.5 out of 5 stars,$8.50 
1582906437-5611,#93,https://images-na.ssl-images-amazon.com/images/I/71RnKn7Mg7L.jpg,"Conair Secure Hold Bobby Pins, Black, Set of 75 Hairpins",https://www.amazon.com/Conair-Color-Match-Bobby-Black/dp/B005GMY26K/ref=zg_mw_beauty_93?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.7 out of 5 stars,$2.43 
1582906437-5576,#58,https://images-na.ssl-images-amazon.com/images/I/71jV-Vlv7PL.jpg,"Maybelline Baby Skin Instant Pore Eraser Primer, Clear, 0.67 Fl Oz (Pack of 1)",https://www.amazon.com/Maybelline-Makeup-Instant-Eraser-Primer/dp/B00H56KCUU/ref=zg_mw_beauty_58?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.2 out of 5 stars,$5.00 
1582906434-5547,#29,https://images-na.ssl-images-amazon.com/images/I/61NQeAgOh5L.jpg,"AsaVea Teeth Whitening Pen, 2 pens, More Than 20 Uses, Effective, Painless, No Sensitivity, Travel…",https://www.amazon.com/AsaVea-Whitening-Carbamide-Sensitivity-Travel-Friendly/dp/B07L6P7J2M/ref=zg_mw_beauty_29?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.4 out of 5 stars,$16.99 
1582906434-5566,#48,https://images-na.ssl-images-amazon.com/images/I/813XssHm8uL.jpg,Aztec Secret – Indian Healing Clay 1 lb,https://www.amazon.com/Aztec-Secret-Cleansing-Original-Bentonite/dp/B0014P8L9W/ref=zg_mw_beauty_48?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.5 out of 5 stars,$1.45 
1582906437-5599,#81,https://images-na.ssl-images-amazon.com/images/I/71Ql2yAk0xL.jpg,"Derma Roller Cosmetic Microdermabrasion Instrument for Face, 540 Titanium Micro…",https://www.amazon.com/Sdara-Skincare-Cosmetic-Needling-Instrument/dp/B073CFR8R4/ref=zg_mw_beauty_81?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.5 out of 5 stars,$21.96 
1582906437-5582,#64,https://images-na.ssl-images-amazon.com/images/I/61aoDJH7jVL.jpg,"Thayers Witch Hazel Facial Toner with Aloe Vera, Rose Petal Scented, 12 oz",https://www.amazon.com/Thayers-Alcohol-Free-Petal-Formula-12-Facial/dp/B007HD570Q/ref=zg_mw_beauty_64?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.6 out of 5 stars,$8.99 
1582906434-5544,#26,https://images-na.ssl-images-amazon.com/images/I/813N%2BNnFoDL.jpg,60 Pcs Premium Velvet Hair Scrunchies Hair Bands for Women or Girls Hair Accessories with Gift…,https://www.amazon.com/Scrunchies-Elastic-Scrunchy-Scrunchie-Accessories/dp/B07H7YCDR4/ref=zg_mw_beauty_26?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.7 out of 5 stars,$6.49 
1582906434-5558,#40,https://images-na.ssl-images-amazon.com/images/I/61GZEecBKFL.jpg,"Hair Finishing Stick, Small Broken Hair Finishing Cream Refreshing Not Greasy Feel Shaping Gel…",https://www.amazon.com/Finishing-Broken-Refreshing-Shaping-Stereotypes/dp/B07MKBW3HS/ref=zg_mw_beauty_40?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.0 out of 5 stars,$7.99 
1582906437-5613,#95,https://images-na.ssl-images-amazon.com/images/I/8173iRUwvrL.jpg,"Winged Eyeliner Stamp – The Flick Stick by Lovoir Black, Waterproof Make Up, Smudgeproof, Long…",https://www.amazon.com/Eyeliner-Stamp-WingLiner-Waterproof-Smudgeproof/dp/B07GM317JJ/ref=zg_mw_beauty_95?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.4 out of 5 stars,$14.97 
1582906437-5604,#86,https://images-na.ssl-images-amazon.com/images/I/71567d7UXZL.jpg,KOLIGHT 20 Pcs Pro Makeup Set Powder Foundation Eyeshadow Eyeliner Lip Cosmetic…,https://www.amazon.com/KOLIGHT-Foundation-Eyeshadow-Eyeliner-Cosmetic/dp/B01HY3ONHG/ref=zg_mw_beauty_86?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.2 out of 5 stars,$4.99 
1582906434-5535,#17,https://images-na.ssl-images-amazon.com/images/I/61sSpa494mL.jpg,"BEAKEY 5 Pcs Makeup Sponge Set Blender Beauty Foundation Blending Sponge, Flawless for…",https://www.amazon.com/BEAKEY-Foundation-Blending-Flawless-Multi-colored/dp/B01F36JEXE/ref=zg_mw_beauty_17?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.6 out of 5 stars,$8.99 
1582906437-5572,#54,https://images-na.ssl-images-amazon.com/images/I/71d6Xs9s9WL.jpg,Dove Beauty Bar For Softer Skin Cucumber and Green Tea More Moisturizing Than Bar Soap 3.75…,https://www.amazon.com/Baby-Dove-Wash-Rich-Moisture/dp/B06X6CRHY7/ref=zg_mw_beauty_54?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.7 out of 5 stars,$7.82 
1582906434-5542,#24,https://images-na.ssl-images-amazon.com/images/I/81PMZTDUbJL.jpg,"Da Bomb""F"" Bath Bomb, Purple",https://www.amazon.com/Bomb-bomb-Purple-Lavender/dp/B01LWW9OPP/ref=zg_mw_beauty_24?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.5 out of 5 stars,$4.99 
1582906434-5539,#21,https://images-na.ssl-images-amazon.com/images/I/719uae6oEiL.jpg,WOW Apple Cider Vinegar Shampoo & Hair Conditioner Set - (2 x 16.9 Fl Oz / 500mL)…,https://www.amazon.com/Apple-Cider-Vinegar-Shampoo-Conditioner/dp/B07HRNLW6V/ref=zg_mw_beauty_21?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,3.9 out of 5 stars,$29.92 
1582906434-5549,#31,https://images-na.ssl-images-amazon.com/images/I/71ZnPLd%2BGPL.jpg,"Lagunamoon Essential Oils Top 6 Gift Set  Pure Essential Oils for Diffuser, Humidifier, Massage,…",https://www.amazon.com/Lagunamoon-Essential-Diffuser-Humidifier-Aromatherapy/dp/B06XRLR9RQ/ref=zg_mw_beauty_31?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.1 out of 5 stars,$9.99 
1582906437-5608,#90,https://images-na.ssl-images-amazon.com/images/I/81dVNV3oQ8L.jpg,Baby Dove Complete Care Gift Set Bath Time Essentials 6 pc,https://www.amazon.com/Baby-Dove-Complete-Care-Essentials/dp/B06WP3N89Z/ref=zg_mw_beauty_90?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.8 out of 5 stars,$19.99 
1582906434-5537,#19,https://images-na.ssl-images-amazon.com/images/I/71GxG%2BVrqWL.jpg,"Schick Silk Touch-Up Multipurpose Exfoliating Dermaplaning Tool, Eyebrow Razor, and Facial…",https://www.amazon.com/Schick-Multipurpose-Exfoliating-Dermaplaning-Precision/dp/B0787GLBMV/ref=zg_mw_beauty_19?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.4 out of 5 stars,$4.99 
1582906437-5570,#52,https://images-na.ssl-images-amazon.com/images/I/51IwYHykGqL.jpg,InnoGear Upgraded Version Aromatherapy Essential Oil Diffuser Ultrasonic Diffusers Cool…,https://www.amazon.com/InnoGear-Aromatherapy-Essential-Ultrasonic-Humidifier/dp/B00V9JP8EE/ref=zg_mw_beauty_52?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.3 out of 5 stars,$15.99 
1582906434-5568,#50,https://images-na.ssl-images-amazon.com/images/I/51eU1gM6r3L.jpg,"Gel UV LED Nail Lamp,LKE Nail Dryer 40W Gel Nail Polish LED UV Light with 3 Timers Professional…",https://www.amazon.com/LKE-Polish-Timers-Professional-Accessories/dp/B07G31SQZ7/ref=zg_mw_beauty_50?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.4 out of 5 stars,$23.99 
1582906437-5573,#55,https://images-na.ssl-images-amazon.com/images/I/81pkI17MzZL.jpg,"Kitsch Spiral Hair Ties, Coil Hair Ties, Phone Cord Hair Ties, Hair Coils - 8 Pcs, Brunette",https://www.amazon.com/Kitsch-Spiral-Hair-Phone-Coils/dp/B07FP3686J/ref=zg_mw_beauty_55?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.3 out of 5 stars,$7.99 
1582906434-5520,#2,https://images-na.ssl-images-amazon.com/images/I/81NZvxQPzvL.jpg,"Diapers Size 2, 124 Count - Pampers Swaddlers Disposable Baby Diapers, Giant Pack",https://www.amazon.com/Diapers-Size-124-Count-Disposable/dp/B07JBM73TV/ref=zg_mw_beauty_2?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.7 out of 5 stars,$33.51 
1582906434-5521,#3,https://images-na.ssl-images-amazon.com/images/I/71pyKU9f1jL.jpg,"Revlon One-Step Hair Dryer & Volumizer Hot Air Brush, Black",https://www.amazon.com/Revlon-One-Step-Dryer-Volumizer-Brush/dp/B01LSUQSB0/ref=zg_mw_beauty_3?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.4 out of 5 stars,$56.89 
1582906434-5534,#16,https://images-na.ssl-images-amazon.com/images/I/51EbgIgofzL.jpg,"Hair Scalp Massager Shampoo Brush, MAXSOFT Scalp Care Brush",https://www.amazon.com/Scalp-Massager-Shampoo-Brush-MAXSOFT/dp/B074ZDXFL6/ref=zg_mw_beauty_16?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.5 out of 5 stars,$7.98 
1582906437-5600,#82,https://images-na.ssl-images-amazon.com/images/I/61zoMvUlD8L.jpg,Blackhead Remover Vacuum - June Julien Facial Pore Cleanser Electric Acne Comedone Extractor…,https://www.amazon.com/Blackhead-Remover-Pore-Vacuum-Rechargeable/dp/B07J3WS581/ref=zg_mw_beauty_82?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.2 out of 5 stars,$27.95 
1582906437-5589,#71,https://images-na.ssl-images-amazon.com/images/I/61jNME93xJL.jpg,"Nizoral A-D Anti-Dandruff Shampoo, 7 Fl. Oz",https://www.amazon.com/Nizoral-Anti-Dandruff-Shampoo-Ketoconazole-Dandruff/dp/B00AINMFAC/ref=zg_mw_beauty_71?_encoding=UTF8&psc=1&refRID=YYBFCP7S84ZRSDXVY198,4.5 out of 5 stars,$14.99 
1582906434-5545,#27,https://images-na.ssl-images-amazon.com/images/I/61uJdb3lqwL.jpg,"Vitamin C Serum Plus 2% Retinol, 3.5% Niacinamide, 5% Hyaluronic Acid, 2% Salicylic…",https://www.amazon.com/Vitamin-Retinol-Niacinamide-Hyaluronic-Salicylic/dp/B01BT02Q88/ref=zg_mw_beauty_27?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.3 out of 5 stars,$14.95 
1582906434-5567,#49,https://images-na.ssl-images-amazon.com/images/I/71ys9U8uUZL.jpg,Baby Dove Face and Body Lotion Rich Moisture 20 oz,https://www.amazon.com/Baby-Fragrance-FreeLotion-Sensitive-Moisture/dp/B06WLJDLQC/ref=zg_mw_beauty_49?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.8 out of 5 stars,$7.99 
1582906434-5550,#32,https://images-na.ssl-images-amazon.com/images/I/61cBW1pVO6L.jpg,Broadway Vita-Lip Clear Lip Gloss 0.47oz/14ml (3PCS - Mint & Coconut & Rosehip Oil),https://www.amazon.com/Broadway-Vita-Lip-Clear-Gloss-0-47oz/dp/B074BFF9P6/ref=zg_mw_beauty_32?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.5 out of 5 stars,$4.87 
1582906434-5540,#22,https://images-na.ssl-images-amazon.com/images/I/51tFuzH52iL.jpg,"NYX PROFESSIONAL MAKEUP Makeup Setting Spray, Matte Finish, 2.03 Fl Oz (Pack of 1)",https://www.amazon.com/NYX-Professional-Makeup-Setting-Lasting/dp/B00B4YVU4G/ref=zg_mw_beauty_22?_encoding=UTF8&psc=1&refRID=3TZEQS81A9Z428JNZMKD,4.4 out of 5 stars,$6.89 
